customerID,Churn,CustomerStatus,ChurnFlag,RetentionPriority
5275-SQEIZ,Yes,Churned,1,Priority 3 - Low Value Churned
7716-YTYHG,Yes,Churned,1,Priority 1 - High Value Churned
9938-ZREHM,No,Retained,0,Priority 5 - Other Retained
7950-XWOVN,No,Retained,0,Priority 5 - Other Retained
4390-KYULV,Yes,Churned,1,Priority 3 - Low Value Churned
4647-MUZON,No,Retained,0,Priority 5 - Other Retained
9702-AIUJO,No,Retained,0,Priority 5 - Other Retained
8849-PRIQJ,No,Retained,0,Priority 4 - High Value Retained
8851-RAGOV,No,Retained,0,Priority 5 - Other Retained
1304-NECVQ,Yes,Churned,1,Priority 3 - Low Value Churned
5396-IZEPB,No,Retained,0,Priority 5 - Other Retained
1729-VLAZJ,No,Retained,0,Priority 5 - Other Retained
8285-ABVLB,No,Retained,0,Priority 5 - Other Retained
0701-TJSEF,No,Retained,0,Priority 5 - Other Retained
5712-VBOXD,No,Retained,0,Priority 5 - Other Retained
6629-LADHQ,No,Retained,0,Priority 5 - Other Retained
8945-GRKHX,Yes,Churned,1,Priority 3 - Low Value Churned
1559-DTODC,No,Retained,0,Priority 5 - Other Retained
4797-MIWUM,No,Retained,0,Priority 5 - Other Retained
6959-UWKHF,Yes,Churned,1,Priority 3 - Low Value Churned
8720-RQSBJ,No,Retained,0,Priority 5 - Other Retained
4537-CIBHB,No,Retained,0,Priority 5 - Other Retained
3815-SLMEF,Yes,Churned,1,Priority 3 - Low Value Churned
5154-VEKBL,Yes,Churned,1,Priority 3 - Low Value Churned
4324-AHJKS,No,Retained,0,Priority 5 - Other Retained
4355-CVPVS,No,Retained,0,Priority 4 - High Value Retained
4495-LHSSK,No,Retained,0,Priority 5 - Other Retained
5655-JSMZM,Yes,Churned,1,Priority 1 - High Value Churned
5915-ANOEI,No,Retained,0,Priority 4 - High Value Retained
9861-PDSZP,No,Retained,0,Priority 4 - High Value Retained
4505-EXZHB,Yes,Churned,1,Priority 3 - Low Value Churned
7225-CBZPL,No,Retained,0,Priority 5 - Other Retained
6704-UTUKK,No,Retained,0,Priority 5 - Other Retained
4587-VVTOX,Yes,Churned,1,Priority 3 - Low Value Churned
2019-HDCZY,No,Retained,0,Priority 4 - High Value Retained
4652-NNHNY,Yes,Churned,1,Priority 2 - Medium Value Churned
8788-DOXSU,No,Retained,0,Priority 4 - High Value Retained
7404-JLKQG,No,Retained,0,Priority 5 - Other Retained
7421-ZLUPA,No,Retained,0,Priority 5 - Other Retained
8972-HJWNV,Yes,Churned,1,Priority 3 - Low Value Churned
3274-NSDWE,No,Retained,0,Priority 5 - Other Retained
2632-IVXVF,No,Retained,0,Priority 4 - High Value Retained
3692-JHONH,No,Retained,0,Priority 4 - High Value Retained
8915-NNTRC,No,Retained,0,Priority 4 - High Value Retained
5914-GXMDA,No,Retained,0,Priority 5 - Other Retained
7463-IFMQU,No,Retained,0,Priority 5 - Other Retained
2920-RNCEZ,No,Retained,0,Priority 5 - Other Retained
2541-YGPKE,No,Retained,0,Priority 4 - High Value Retained
8515-OCTJS,Yes,Churned,1,Priority 2 - Medium Value Churned
5382-TEMLV,No,Retained,0,Priority 5 - Other Retained
3441-CGZJH,No,Retained,0,Priority 5 - Other Retained
9592-ERDKV,No,Retained,0,Priority 4 - High Value Retained
2860-RANUS,Yes,Churned,1,Priority 2 - Medium Value Churned
5261-QSHQM,Yes,Churned,1,Priority 3 - Low Value Churned
4778-IZARL,No,Retained,0,Priority 4 - High Value Retained
0432-CAJZV,No,Retained,0,Priority 5 - Other Retained
7008-LZVOZ,No,Retained,0,Priority 5 - Other Retained
8868-WOZGU,Yes,Churned,1,Priority 1 - High Value Churned
1200-TUZHR,No,Retained,0,Priority 5 - Other Retained
9365-CSLBQ,No,Retained,0,Priority 5 - Other Retained
1334-FJSVR,Yes,Churned,1,Priority 3 - Low Value Churned
5884-FBCTL,No,Retained,0,Priority 5 - Other Retained
7130-CTCUS,No,Retained,0,Priority 5 - Other Retained
6242-FEGFD,No,Retained,0,Priority 4 - High Value Retained
7625-XCQRH,Yes,Churned,1,Priority 2 - Medium Value Churned
6194-HBGQN,No,Retained,0,Priority 4 - High Value Retained
7634-WSWDB,No,Retained,0,Priority 5 - Other Retained
6986-IXNDM,No,Retained,0,Priority 5 - Other Retained
1731-TVIUK,Yes,Churned,1,Priority 3 - Low Value Churned
2987-BJXIK,No,Retained,0,Priority 4 - High Value Retained
9769-TSBZE,No,Retained,0,Priority 4 - High Value Retained
0406-BPDVR,Yes,Churned,1,Priority 1 - High Value Churned
0618-XWMSS,Yes,Churned,1,Priority 2 - Medium Value Churned
1395-WSWXR,No,Retained,0,Priority 5 - Other Retained
6023-GSSXW,No,Retained,0,Priority 4 - High Value Retained
6752-APNJL,No,Retained,0,Priority 5 - Other Retained
5276-KQWHG,Yes,Churned,1,Priority 3 - Low Value Churned
0420-HLGXF,No,Retained,0,Priority 4 - High Value Retained
7446-KQISO,No,Retained,0,Priority 4 - High Value Retained
9823-EALYC,No,Retained,0,Priority 4 - High Value Retained
0582-AVCLN,No,Retained,0,Priority 5 - Other Retained
5803-NQJZO,No,Retained,0,Priority 4 - High Value Retained
2565-JSLRY,Yes,Churned,1,Priority 3 - Low Value Churned
2607-DHDAK,No,Retained,0,Priority 5 - Other Retained
1073-XXCZD,No,Retained,0,Priority 5 - Other Retained
0743-HRVFF,No,Retained,0,Priority 4 - High Value Retained
4006-HKYHO,No,Retained,0,Priority 4 - High Value Retained
3727-JEZTU,No,Retained,0,Priority 5 - Other Retained
8143-ETQTI,No,Retained,0,Priority 5 - Other Retained
6689-KXGBO,Yes,Churned,1,Priority 3 - Low Value Churned
9667-TKTVZ,No,Retained,0,Priority 5 - Other Retained
3657-COGMW,No,Retained,0,Priority 4 - High Value Retained
8570-KLJYJ,No,Retained,0,Priority 5 - Other Retained
7754-IXRMC,No,Retained,0,Priority 5 - Other Retained
9473-CBZOP,No,Retained,0,Priority 5 - Other Retained
2969-WGHQO,No,Retained,0,Priority 5 - Other Retained
6615-NGGZJ,Yes,Churned,1,Priority 2 - Medium Value Churned
4334-HOWRP,No,Retained,0,Priority 4 - High Value Retained
4255-DDUOU,Yes,Churned,1,Priority 3 - Low Value Churned
5863-OOKCL,No,Retained,0,Priority 5 - Other Retained
1686-STUHN,No,Retained,0,Priority 5 - Other Retained
1329-VHWNP,No,Retained,0,Priority 5 - Other Retained
2984-MIIZL,Yes,Churned,1,Priority 3 - Low Value Churned
0266-GMEAO,No,Retained,0,Priority 4 - High Value Retained
5590-YRFJT,Yes,Churned,1,Priority 3 - Low Value Churned
5574-NXZIU,No,Retained,0,Priority 4 - High Value Retained
0019-GFNTW,No,Retained,0,Priority 5 - Other Retained
4256-ZWTZI,No,Retained,0,Priority 5 - Other Retained
8309-PPCED,No,Retained,0,Priority 4 - High Value Retained
4098-NAUKP,No,Retained,0,Priority 4 - High Value Retained
5196-WPYOW,No,Retained,0,Priority 4 - High Value Retained
4608-LCIMN,No,Retained,0,Priority 5 - Other Retained
1485-YDHMM,No,Retained,0,Priority 4 - High Value Retained
4054-CUMIA,No,Retained,0,Priority 5 - Other Retained
0603-TPMIB,No,Retained,0,Priority 5 - Other Retained
2525-GVKQU,No,Retained,0,Priority 5 - Other Retained
8161-QYMTT,No,Retained,0,Priority 5 - Other Retained
9581-GVBXT,No,Retained,0,Priority 5 - Other Retained
5862-BRIXZ,No,Retained,0,Priority 4 - High Value Retained
5404-GGUKR,No,Retained,0,Priority 5 - Other Retained
3308-JSGML,No,Retained,0,Priority 4 - High Value Retained
2126-GSEGL,No,Retained,0,Priority 4 - High Value Retained
3677-TNKIO,Yes,Churned,1,Priority 2 - Medium Value Churned
0440-QEXBZ,No,Retained,0,Priority 5 - Other Retained
2434-EEVDB,No,Retained,0,Priority 4 - High Value Retained
6762-QVYJO,No,Retained,0,Priority 4 - High Value Retained
6199-IWKGC,No,Retained,0,Priority 4 - High Value Retained
2675-DHUTR,No,Retained,0,Priority 4 - High Value Retained
8152-VETUR,No,Retained,0,Priority 4 - High Value Retained
9667-EQRXU,Yes,Churned,1,Priority 2 - Medium Value Churned
7446-YPODE,No,Retained,0,Priority 5 - Other Retained
9522-BNTHX,No,Retained,0,Priority 5 - Other Retained
4676-WLUHT,No,Retained,0,Priority 5 - Other Retained
3329-WDIOK,Yes,Churned,1,Priority 3 - Low Value Churned
7980-MHFLQ,No,Retained,0,Priority 5 - Other Retained
2873-ZLIWT,Yes,Churned,1,Priority 1 - High Value Churned
3415-TAILE,Yes,Churned,1,Priority 3 - Low Value Churned
0757-WCUUZ,No,Retained,0,Priority 4 - High Value Retained
1629-DQQVB,No,Retained,0,Priority 5 - Other Retained
1915-IOFGU,Yes,Churned,1,Priority 3 - Low Value Churned
3045-XETSH,Yes,Churned,1,Priority 2 - Medium Value Churned
0374-AACSZ,No,Retained,0,Priority 5 - Other Retained
7239-HZZCX,Yes,Churned,1,Priority 3 - Low Value Churned
4872-VXRIL,No,Retained,0,Priority 4 - High Value Retained
9140-CZQZZ,No,Retained,0,Priority 4 - High Value Retained
3423-HHXAO,No,Retained,0,Priority 5 - Other Retained
9938-TKDGL,No,Retained,0,Priority 4 - High Value Retained
0531-ZZJWQ,No,Retained,0,Priority 4 - High Value Retained
6537-QLGEX,No,Retained,0,Priority 5 - Other Retained
2688-BHGOG,No,Retained,0,Priority 5 - Other Retained
7683-CBDKJ,Yes,Churned,1,Priority 2 - Medium Value Churned
0946-CLJTI,Yes,Churned,1,Priority 1 - High Value Churned
3160-TYXLT,No,Retained,0,Priority 5 - Other Retained
1325-USMEC,No,Retained,0,Priority 4 - High Value Retained
0916-QOFDP,No,Retained,0,Priority 5 - Other Retained
0628-CNQRM,Yes,Churned,1,Priority 2 - Medium Value Churned
5606-AMZBO,No,Retained,0,Priority 5 - Other Retained
6199-IPCAO,No,Retained,0,Priority 5 - Other Retained
7665-TOALD,Yes,Churned,1,Priority 3 - Low Value Churned
0112-QWPNC,Yes,Churned,1,Priority 1 - High Value Churned
0324-BRPCJ,Yes,Churned,1,Priority 1 - High Value Churned
2777-PHDEI,Yes,Churned,1,Priority 3 - Low Value Churned
5640-CAXOA,No,Retained,0,Priority 5 - Other Retained
2235-EZAIK,No,Retained,0,Priority 4 - High Value Retained
3847-BAERP,No,Retained,0,Priority 5 - Other Retained
1196-AMORA,Yes,Churned,1,Priority 3 - Low Value Churned
4282-YMKNA,Yes,Churned,1,Priority 2 - Medium Value Churned
1453-RZFON,No,Retained,0,Priority 5 - Other Retained
8263-OKETD,No,Retained,0,Priority 5 - Other Retained
0670-KDOMA,No,Retained,0,Priority 5 - Other Retained
2476-YGEFM,No,Retained,0,Priority 5 - Other Retained
8687-BAFGU,No,Retained,0,Priority 5 - Other Retained
0641-EVBOJ,No,Retained,0,Priority 5 - Other Retained
0829-XXPLX,No,Retained,0,Priority 5 - Other Retained
9974-JFBHQ,No,Retained,0,Priority 4 - High Value Retained
5356-RHIPP,Yes,Churned,1,Priority 3 - Low Value Churned
6624-JDRDS,No,Retained,0,Priority 5 - Other Retained
0608-JDVEC,No,Retained,0,Priority 5 - Other Retained
9780-FKVVF,No,Retained,0,Priority 5 - Other Retained
1919-RTPQD,No,Retained,0,Priority 5 - Other Retained
5214-NLTIT,No,Retained,0,Priority 4 - High Value Retained
3345-PBBFH,No,Retained,0,Priority 5 - Other Retained
5055-BRMNE,No,Retained,0,Priority 4 - High Value Retained
9189-JWSHV,Yes,Churned,1,Priority 2 - Medium Value Churned
2190-PHBHR,No,Retained,0,Priority 4 - High Value Retained
2650-GYRYL,No,Retained,0,Priority 5 - Other Retained
0746-JTRFU,Yes,Churned,1,Priority 3 - Low Value Churned
5208-FVQKB,No,Retained,0,Priority 4 - High Value Retained
7184-LRUUR,No,Retained,0,Priority 5 - Other Retained
6627-CFOSN,No,Retained,0,Priority 4 - High Value Retained
3982-JGSFD,No,Retained,0,Priority 5 - Other Retained
1574-DYCWE,No,Retained,0,Priority 5 - Other Retained
7247-XOZPB,No,Retained,0,Priority 4 - High Value Retained
2466-FCCPT,No,Retained,0,Priority 5 - Other Retained
6211-WWLTF,No,Retained,0,Priority 4 - High Value Retained
4826-TZEVA,No,Retained,0,Priority 4 - High Value Retained
6016-NXBNJ,No,Retained,0,Priority 5 - Other Retained
9138-EFSMO,No,Retained,0,Priority 5 - Other Retained
0576-WNXXC,Yes,Churned,1,Priority 2 - Medium Value Churned
4632-XJMEX,No,Retained,0,Priority 4 - High Value Retained
8910-LEDAG,No,Retained,0,Priority 5 - Other Retained
3452-GWUIN,No,Retained,0,Priority 5 - Other Retained
2716-GFZOR,No,Retained,0,Priority 4 - High Value Retained
3724-UCSHY,No,Retained,0,Priority 5 - Other Retained
8626-XHBIE,No,Retained,0,Priority 5 - Other Retained
4628-CTTLA,Yes,Churned,1,Priority 2 - Medium Value Churned
3192-LNKRK,No,Retained,0,Priority 4 - High Value Retained
4439-YRNVD,No,Retained,0,Priority 5 - Other Retained
2876-VBBBL,Yes,Churned,1,Priority 3 - Low Value Churned
6834-NXDCA,Yes,Churned,1,Priority 3 - Low Value Churned
2208-UGTGR,No,Retained,0,Priority 4 - High Value Retained
3005-TYFRD,No,Retained,0,Priority 4 - High Value Retained
8670-MEFCP,No,Retained,0,Priority 4 - High Value Retained
3079-BCHLN,No,Retained,0,Priority 5 - Other Retained
7777-UNYHB,No,Retained,0,Priority 5 - Other Retained
5597-GLBUC,Yes,Churned,1,Priority 3 - Low Value Churned
7278-CKDNC,No,Retained,0,Priority 5 - Other Retained
2748-MYRVK,Yes,Churned,1,Priority 1 - High Value Churned
8450-UYIBU,No,Retained,0,Priority 5 - Other Retained
2969-VAPYH,No,Retained,0,Priority 4 - High Value Retained
4822-YCXMX,Yes,Churned,1,Priority 2 - Medium Value Churned
7181-OQCUT,No,Retained,0,Priority 5 - Other Retained
8474-UMLNT,No,Retained,0,Priority 5 - Other Retained
9821-POOTN,Yes,Churned,1,Priority 2 - Medium Value Churned
3836-FZSDJ,No,Retained,0,Priority 5 - Other Retained
9142-XMYJH,No,Retained,0,Priority 5 - Other Retained
6559-ILWKJ,Yes,Churned,1,Priority 1 - High Value Churned
0187-QSXOE,No,Retained,0,Priority 5 - Other Retained
7733-UDMTP,No,Retained,0,Priority 4 - High Value Retained
2649-HWLYB,No,Retained,0,Priority 4 - High Value Retained
5214-CHIWJ,No,Retained,0,Priority 5 - Other Retained
4229-CZMLL,Yes,Churned,1,Priority 3 - Low Value Churned
6904-JLBGY,No,Retained,0,Priority 4 - High Value Retained
2465-BLLEU,No,Retained,0,Priority 5 - Other Retained
1685-VAYJF,No,Retained,0,Priority 5 - Other Retained
8874-EJNSR,No,Retained,0,Priority 5 - Other Retained
6917-YACBP,No,Retained,0,Priority 4 - High Value Retained
5049-MUBWG,No,Retained,0,Priority 5 - Other Retained
4223-WOZCM,No,Retained,0,Priority 5 - Other Retained
0769-MURVM,No,Retained,0,Priority 4 - High Value Retained
9253-VIFJQ,No,Retained,0,Priority 4 - High Value Retained
7030-FZTFM,No,Retained,0,Priority 4 - High Value Retained
9741-YLNTD,No,Retained,0,Priority 5 - Other Retained
5917-RYRMG,No,Retained,0,Priority 5 - Other Retained
5120-ZBLAI,No,Retained,0,Priority 4 - High Value Retained
1194-BHJYC,No,Retained,0,Priority 4 - High Value Retained
3663-MITLP,Yes,Churned,1,Priority 2 - Medium Value Churned
0906-QVPMS,No,Retained,0,Priority 4 - High Value Retained
9025-ZRPVR,Yes,Churned,1,Priority 3 - Low Value Churned
1905-OEILC,No,Retained,0,Priority 5 - Other Retained
7858-GTZSP,No,Retained,0,Priority 5 - Other Retained
3285-UCQVC,Yes,Churned,1,Priority 2 - Medium Value Churned
6248-BSHKG,No,Retained,0,Priority 5 - Other Retained
4685-TFLLS,No,Retained,0,Priority 5 - Other Retained
3470-BTGQO,No,Retained,0,Priority 5 - Other Retained
1209-VFFOC,No,Retained,0,Priority 4 - High Value Retained
8224-DWCKX,No,Retained,0,Priority 5 - Other Retained
5482-PLVPE,Yes,Churned,1,Priority 3 - Low Value Churned
4553-DVPZG,No,Retained,0,Priority 4 - High Value Retained
4902-OHLSK,Yes,Churned,1,Priority 1 - High Value Churned
6917-IAYHD,No,Retained,0,Priority 5 - Other Retained
0495-ZBNGW,Yes,Churned,1,Priority 3 - Low Value Churned
8620-RJPZN,No,Retained,0,Priority 5 - Other Retained
7572-KPVKK,No,Retained,0,Priority 4 - High Value Retained
2642-MAWLJ,No,Retained,0,Priority 5 - Other Retained
2357-COQEK,Yes,Churned,1,Priority 1 - High Value Churned
7103-ZGVNT,No,Retained,0,Priority 4 - High Value Retained
3737-GCSPV,Yes,Churned,1,Priority 2 - Medium Value Churned
2027-WKXMW,No,Retained,0,Priority 4 - High Value Retained
7137-NAXML,No,Retained,0,Priority 5 - Other Retained
2428-ZMCTB,No,Retained,0,Priority 5 - Other Retained
2961-VNFKL,No,Retained,0,Priority 5 - Other Retained
1768-HNVGJ,No,Retained,0,Priority 4 - High Value Retained
6963-KQYQB,No,Retained,0,Priority 5 - Other Retained
5934-RMPOV,No,Retained,0,Priority 5 - Other Retained
1207-BLKSA,No,Retained,0,Priority 5 - Other Retained
4088-YLDSU,Yes,Churned,1,Priority 1 - High Value Churned
8316-BBQAY,No,Retained,0,Priority 4 - High Value Retained
1166-PQLGG,No,Retained,0,Priority 5 - Other Retained
3146-JTQHR,No,Retained,0,Priority 5 - Other Retained
4291-YZODP,No,Retained,0,Priority 5 - Other Retained
4395-PZMSN,No,Retained,0,Priority 5 - Other Retained
6427-FEFIG,No,Retained,0,Priority 5 - Other Retained
0017-IUDMW,No,Retained,0,Priority 4 - High Value Retained
8706-HRADD,No,Retained,0,Priority 5 - Other Retained
9955-QOPOY,No,Retained,0,Priority 4 - High Value Retained
4385-ZKVNW,No,Retained,0,Priority 5 - Other Retained
5446-DKWYW,No,Retained,0,Priority 4 - High Value Retained
2034-CGRHZ,Yes,Churned,1,Priority 2 - Medium Value Churned
5797-APWZC,Yes,Churned,1,Priority 3 - Low Value Churned
3683-QKIUE,Yes,Churned,1,Priority 3 - Low Value Churned
4228-ZGYUW,Yes,Churned,1,Priority 3 - Low Value Churned
9031-ZVQPT,No,Retained,0,Priority 4 - High Value Retained
2990-IAJSV,No,Retained,0,Priority 4 - High Value Retained
8107-KNCIM,No,Retained,0,Priority 5 - Other Retained
9027-YFHQJ,No,Retained,0,Priority 5 - Other Retained
5176-LDKUH,No,Retained,0,Priority 4 - High Value Retained
4644-OBGFZ,No,Retained,0,Priority 5 - Other Retained
7926-IJOOU,No,Retained,0,Priority 5 - Other Retained
6480-YAGIY,No,Retained,0,Priority 4 - High Value Retained
4029-HPFVY,No,Retained,0,Priority 5 - Other Retained
7602-DBTOU,No,Retained,0,Priority 5 - Other Retained
5345-BMKWB,No,Retained,0,Priority 5 - Other Retained
3519-ZKXGG,Yes,Churned,1,Priority 3 - Low Value Churned
5457-COLHT,No,Retained,0,Priority 4 - High Value Retained
6416-TVAIH,Yes,Churned,1,Priority 3 - Low Value Churned
5451-YHYPW,No,Retained,0,Priority 4 - High Value Retained
5108-ADXWO,Yes,Churned,1,Priority 2 - Medium Value Churned
7998-WNZEM,No,Retained,0,Priority 4 - High Value Retained
3066-RRJIO,Yes,Churned,1,Priority 3 - Low Value Churned
4664-NJCMS,No,Retained,0,Priority 5 - Other Retained
0307-BCOPK,No,Retained,0,Priority 5 - Other Retained
7629-WFGLW,No,Retained,0,Priority 4 - High Value Retained
2542-HYGIQ,No,Retained,0,Priority 5 - Other Retained
6715-OFDBP,Yes,Churned,1,Priority 3 - Low Value Churned
5016-LIPDW,No,Retained,0,Priority 5 - Other Retained
6481-LXPWL,No,Retained,0,Priority 5 - Other Retained
1567-DSCIC,Yes,Churned,1,Priority 2 - Medium Value Churned
2150-UWTFY,Yes,Churned,1,Priority 2 - Medium Value Churned
6124-ACRHJ,No,Retained,0,Priority 5 - Other Retained
9362-MWODR,No,Retained,0,Priority 5 - Other Retained
9975-GPKZU,No,Retained,0,Priority 5 - Other Retained
9625-RZFUK,No,Retained,0,Priority 5 - Other Retained
5153-LXKDT,No,Retained,0,Priority 4 - High Value Retained
5161-UBZXI,No,Retained,0,Priority 4 - High Value Retained
1020-JPQOW,No,Retained,0,Priority 4 - High Value Retained
7919-ZODZZ,No,Retained,0,Priority 5 - Other Retained
0565-JUPYD,No,Retained,0,Priority 4 - High Value Retained
6867-ACCZI,No,Retained,0,Priority 5 - Other Retained
5939-XAIXZ,No,Retained,0,Priority 5 - Other Retained
9054-FOWNV,No,Retained,0,Priority 5 - Other Retained
2683-BPJSO,Yes,Churned,1,Priority 2 - Medium Value Churned
2157-MXBJS,Yes,Churned,1,Priority 2 - Medium Value Churned
8207-VVMYB,No,Retained,0,Priority 5 - Other Retained
9732-EQMWY,No,Retained,0,Priority 4 - High Value Retained
9360-AHGNL,Yes,Churned,1,Priority 1 - High Value Churned
1087-UDSIH,Yes,Churned,1,Priority 3 - Low Value Churned
5269-NRGDP,No,Retained,0,Priority 4 - High Value Retained
6195-MELTI,No,Retained,0,Priority 4 - High Value Retained
5485-WUYWF,Yes,Churned,1,Priority 3 - Low Value Churned
2121-JAFOM,No,Retained,0,Priority 4 - High Value Retained
8818-DOPVL,No,Retained,0,Priority 4 - High Value Retained
2632-UCGVD,Yes,Churned,1,Priority 1 - High Value Churned
5445-PZWGX,Yes,Churned,1,Priority 1 - High Value Churned
1227-UDMZR,No,Retained,0,Priority 4 - High Value Retained
5198-HQAEN,No,Retained,0,Priority 4 - High Value Retained
9170-CCKOU,Yes,Churned,1,Priority 2 - Medium Value Churned
2167-FQSTQ,No,Retained,0,Priority 4 - High Value Retained
2819-GWENI,No,Retained,0,Priority 5 - Other Retained
1043-YCUTE,Yes,Churned,1,Priority 2 - Medium Value Churned
3814-MLAXC,Yes,Churned,1,Priority 2 - Medium Value Churned
3572-UUHRS,No,Retained,0,Priority 5 - Other Retained
2692-PFYTJ,No,Retained,0,Priority 5 - Other Retained
1226-UDFZR,Yes,Churned,1,Priority 3 - Low Value Churned
5955-EPOAZ,No,Retained,0,Priority 5 - Other Retained
6821-JPCDC,No,Retained,0,Priority 4 - High Value Retained
8815-LMFLX,No,Retained,0,Priority 5 - Other Retained
9135-HSWOC,No,Retained,0,Priority 5 - Other Retained
8582-KRHPJ,No,Retained,0,Priority 5 - Other Retained
5811-IWXYM,No,Retained,0,Priority 4 - High Value Retained
7044-YAACC,No,Retained,0,Priority 5 - Other Retained
8189-XRIKE,No,Retained,0,Priority 4 - High Value Retained
1506-YJTYT,No,Retained,0,Priority 4 - High Value Retained
4123-DVHPH,No,Retained,0,Priority 5 - Other Retained
6425-YQLLO,Yes,Churned,1,Priority 1 - High Value Churned
5442-UTCVD,Yes,Churned,1,Priority 3 - Low Value Churned
2228-BZDEE,No,Retained,0,Priority 5 - Other Retained
7734-DBOAI,Yes,Churned,1,Priority 3 - Low Value Churned
2789-CZANW,No,Retained,0,Priority 4 - High Value Retained
2091-RFFBA,Yes,Churned,1,Priority 2 - Medium Value Churned
2114-MGINA,Yes,Churned,1,Priority 2 - Medium Value Churned
7596-LDUXP,No,Retained,0,Priority 5 - Other Retained
3740-RLMVT,No,Retained,0,Priority 4 - High Value Retained
4489-SNOJF,Yes,Churned,1,Priority 2 - Medium Value Churned
2192-OZITF,No,Retained,0,Priority 4 - High Value Retained
5651-CPDND,No,Retained,0,Priority 5 - Other Retained
2186-QZEYA,No,Retained,0,Priority 5 - Other Retained
1131-ALZWV,No,Retained,0,Priority 5 - Other Retained
7729-XBTWX,No,Retained,0,Priority 5 - Other Retained
9134-WYRVP,No,Retained,0,Priority 4 - High Value Retained
3284-SVCRO,No,Retained,0,Priority 5 - Other Retained
9732-OUYRN,No,Retained,0,Priority 5 - Other Retained
0559-CKHUS,No,Retained,0,Priority 5 - Other Retained
2931-SVLTV,No,Retained,0,Priority 4 - High Value Retained
6899-PPEEA,Yes,Churned,1,Priority 1 - High Value Churned
7504-UWHNB,No,Retained,0,Priority 5 - Other Retained
2582-FFFZR,No,Retained,0,Priority 5 - Other Retained
8908-NMQTX,No,Retained,0,Priority 4 - High Value Retained
2187-LZGPL,Yes,Churned,1,Priority 3 - Low Value Churned
1431-AIDJQ,No,Retained,0,Priority 5 - Other Retained
6288-LBEAR,No,Retained,0,Priority 5 - Other Retained
4597-NUCQV,Yes,Churned,1,Priority 2 - Medium Value Churned
9019-QVLZD,Yes,Churned,1,Priority 3 - Low Value Churned
8413-YNHNV,No,Retained,0,Priority 4 - High Value Retained
5808-TOTXO,No,Retained,0,Priority 5 - Other Retained
4369-NYSCF,No,Retained,0,Priority 4 - High Value Retained
6333-YDVLT,No,Retained,0,Priority 4 - High Value Retained
5324-KTGCG,No,Retained,0,Priority 5 - Other Retained
5599-HVLTW,No,Retained,0,Priority 5 - Other Retained
7394-LWLYN,No,Retained,0,Priority 5 - Other Retained
3707-LRWZD,Yes,Churned,1,Priority 1 - High Value Churned
6873-UDNLD,No,Retained,0,Priority 5 - Other Retained
2700-LUEVA,No,Retained,0,Priority 5 - Other Retained
1455-ESIQH,Yes,Churned,1,Priority 3 - Low Value Churned
0958-YHXGP,No,Retained,0,Priority 5 - Other Retained
1101-SSWAG,No,Retained,0,Priority 5 - Other Retained
2979-SXESE,Yes,Churned,1,Priority 2 - Medium Value Churned
4013-TLDHQ,Yes,Churned,1,Priority 2 - Medium Value Churned
5743-KHMNA,No,Retained,0,Priority 5 - Other Retained
4194-FJARJ,No,Retained,0,Priority 4 - High Value Retained
5325-UWTWJ,No,Retained,0,Priority 4 - High Value Retained
3969-GYXEL,No,Retained,0,Priority 5 - Other Retained
9208-OLGAQ,No,Retained,0,Priority 5 - Other Retained
3244-CQPHU,No,Retained,0,Priority 4 - High Value Retained
2674-MLXMN,No,Retained,0,Priority 4 - High Value Retained
9708-HPXWZ,No,Retained,0,Priority 5 - Other Retained
6992-TKNYO,No,Retained,0,Priority 5 - Other Retained
4468-YDOVK,No,Retained,0,Priority 5 - Other Retained
3754-DXMRT,Yes,Churned,1,Priority 3 - Low Value Churned
5792-JALQC,No,Retained,0,Priority 4 - High Value Retained
7130-VTEWQ,Yes,Churned,1,Priority 3 - Low Value Churned
2200-DSAAL,No,Retained,0,Priority 4 - High Value Retained
4302-ZYFEL,No,Retained,0,Priority 5 - Other Retained
9351-LZYGF,No,Retained,0,Priority 5 - Other Retained
4366-CTOUZ,No,Retained,0,Priority 4 - High Value Retained
6121-VZNQB,Yes,Churned,1,Priority 3 - Low Value Churned
7903-CMPEY,Yes,Churned,1,Priority 3 - Low Value Churned
1518-OMDIK,No,Retained,0,Priority 5 - Other Retained
6671-NGWON,No,Retained,0,Priority 5 - Other Retained
0595-ITUDF,No,Retained,0,Priority 4 - High Value Retained
6996-KNSML,Yes,Churned,1,Priority 3 - Low Value Churned
1955-IBMMB,No,Retained,0,Priority 5 - Other Retained
0096-BXERS,No,Retained,0,Priority 5 - Other Retained
3806-YAZOV,No,Retained,0,Priority 5 - Other Retained
7998-ZLXWN,No,Retained,0,Priority 5 - Other Retained
6253-WRFHY,No,Retained,0,Priority 5 - Other Retained
9133-AYJZG,No,Retained,0,Priority 5 - Other Retained
2675-OTVVJ,No,Retained,0,Priority 4 - High Value Retained
8680-CGLTP,No,Retained,0,Priority 5 - Other Retained
8430-TWCBX,No,Retained,0,Priority 5 - Other Retained
5018-GWURO,No,Retained,0,Priority 4 - High Value Retained
6741-QRLUP,No,Retained,0,Priority 4 - High Value Retained
4737-HOBAX,No,Retained,0,Priority 4 - High Value Retained
0537-QYZZN,No,Retained,0,Priority 5 - Other Retained
3340-QBBFM,No,Retained,0,Priority 5 - Other Retained
