customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,MonthlyChargeBand,TotalCharges,CustomerValue,IsMonthToMonth
5222-JCXZT,Month-to-month,No,Mailed check,19,Low,78.9,Low Value,Yes
9754-CLVZW,Month-to-month,No,Credit card (automatic),38.85,Medium,1025.15,Medium Value,Yes
1432-FPAXX,Month-to-month,Yes,Electronic check,30.6,Low,856.35,Medium Value,Yes
2739-CCZMB,Month-to-month,No,Credit card (automatic),20.35,Low,122,Low Value,Yes
7080-TNUWP,One year,Yes,Bank transfer (automatic),95,Very High,6602.9,High Value,No
0496-AHOOK,One year,No,Bank transfer (automatic),74.4,High,1712.9,Medium Value,No
8336-TAVKX,Two year,No,Bank transfer (automatic),78.45,High,5682.25,High Value,No
2468-SJFLM,Month-to-month,Yes,Mailed check,74.3,High,74.3,Low Value,Yes
3181-VTHOE,One year,Yes,Bank transfer (automatic),51.05,Medium,3635.15,High Value,No
7168-HDQHG,Month-to-month,No,Bank transfer (automatic),19.2,Low,702.9,Medium Value,Yes
4803-AXVYP,Month-to-month,Yes,Electronic check,99.55,Very High,3734.25,High Value,Yes
3884-HCSWG,Month-to-month,Yes,Electronic check,70,Medium,1144.5,Medium Value,Yes
4567-AKPIA,One year,Yes,Bank transfer (automatic),109.1,Very High,4454.25,High Value,No
5077-DXTCG,Month-to-month,Yes,Electronic check,45.3,Medium,45.3,Low Value,Yes
1142-WACZW,Month-to-month,No,Bank transfer (automatic),29.85,Low,75.6,Low Value,Yes
7901-HXJVA,Month-to-month,No,Electronic check,76.45,High,1117.55,Medium Value,Yes
5649-ANRML,Month-to-month,Yes,Credit card (automatic),95.1,Very High,180.25,Low Value,Yes
4892-VLANZ,Month-to-month,No,Mailed check,19.8,Low,19.8,Low Value,Yes
5924-IFQTT,Month-to-month,Yes,Electronic check,72.8,High,930.05,Medium Value,Yes
7968-QUXNS,Month-to-month,No,Mailed check,18.95,Low,110.15,Low Value,Yes
2919-HBCJO,Month-to-month,Yes,Bank transfer (automatic),76.65,High,333.6,Low Value,Yes
4236-XPXAV,Month-to-month,Yes,Mailed check,99.15,Very High,465.05,Low Value,Yes
8903-WMRNW,Month-to-month,No,Electronic check,101.75,Very High,1669.4,Medium Value,Yes
2452-SNHFZ,Month-to-month,No,Credit card (automatic),75.45,High,3545.1,High Value,Yes
3629-WEAAM,Month-to-month,No,Mailed check,64.1,Medium,504.05,Low Value,Yes
6029-CSMJE,Month-to-month,Yes,Mailed check,25.65,Low,440.2,Low Value,Yes
7993-NQLJE,Month-to-month,No,Mailed check,75.1,High,1151.55,Medium Value,Yes
9909-DFRJA,One year,Yes,Bank transfer (automatic),95.85,Very High,2475.35,Medium Value,No
9099-FTUHS,Month-to-month,No,Electronic check,54.4,Medium,1249.25,Medium Value,Yes
0581-BXBUB,Month-to-month,No,Electronic check,72.75,High,317.75,Low Value,Yes
4962-CHQPW,One year,No,Mailed check,19.85,Low,535.05,Low Value,No
9467-ROOLM,Month-to-month,No,Mailed check,19.05,Low,461.3,Low Value,Yes
3030-YZADT,Month-to-month,No,Mailed check,44.95,Medium,431,Low Value,Yes
7410-KTVFV,Month-to-month,Yes,Mailed check,49.55,Medium,878.35,Medium Value,Yes
5150-ITWWB,Month-to-month,Yes,Electronic check,94.85,Very High,335.75,Low Value,Yes
2253-KPMNB,Two year,No,Bank transfer (automatic),46.25,Medium,3121.4,High Value,No
1345-ZUKID,One year,No,Mailed check,19.35,Low,324.8,Low Value,No
6429-SHBCB,Month-to-month,No,Mailed check,69.6,Medium,1394.55,Medium Value,Yes
9281-OFDMF,Month-to-month,No,Electronic check,90.7,Very High,3413.25,High Value,Yes
2603-HVKCG,Month-to-month,Yes,Electronic check,101.4,Very High,3143.65,High Value,Yes
1834-WULEG,One year,No,Mailed check,20.25,Low,439.75,Low Value,No
9097-ZUBYC,Month-to-month,No,Bank transfer (automatic),48.8,Medium,664.4,Low Value,Yes
5148-ORICT,Two year,Yes,Mailed check,74.35,High,4759.55,High Value,No
4893-GYUJU,One year,Yes,Mailed check,19.35,Low,1033,Medium Value,No
4578-PHJYZ,One year,Yes,Electronic check,68.75,Medium,3482.85,High Value,No
7272-QDCKA,One year,No,Electronic check,100.2,Very High,2688.45,Medium Value,No
8908-SLFCJ,Two year,Yes,Credit card (automatic),20.85,Low,435.25,Low Value,No
8393-DLHGA,Month-to-month,Yes,Electronic check,95.9,Very High,2448.75,Medium Value,Yes
9766-HGEDE,One year,No,Mailed check,19.35,Low,307,Low Value,No
6968-MHOMU,One year,Yes,Credit card (automatic),45,Medium,2689.35,Medium Value,No
7395-IGJOS,Month-to-month,No,Bank transfer (automatic),81.5,High,1329.2,Medium Value,Yes
5044-XDPYX,Two year,No,Mailed check,25.5,Low,1281.25,Medium Value,No
1814-WFGVS,Two year,No,Mailed check,48.9,Medium,3527,High Value,No
2834-SPCJV,Month-to-month,No,Electronic check,84.1,High,4348.65,High Value,Yes
3721-WKIIL,Two year,Yes,Mailed check,19.6,Low,561.15,Low Value,No
6734-CKRSM,Month-to-month,No,Mailed check,20,Low,63.6,Low Value,Yes
1265-ZFOSD,Two year,Yes,Mailed check,81.3,High,5129.3,High Value,No
6568-POCUI,Two year,Yes,Credit card (automatic),95.2,Very High,4285.8,High Value,No
7890-VYYWG,Month-to-month,Yes,Mailed check,36.45,Medium,93.7,Low Value,Yes
5197-LQXXH,Two year,Yes,Credit card (automatic),83.3,High,5894.5,High Value,No
9907-SWKKF,Month-to-month,No,Mailed check,25.05,Low,25.05,Low Value,Yes
3457-PQBYH,Two year,No,Credit card (automatic),20.3,Low,1160.75,Medium Value,No
7682-AZNDK,Month-to-month,Yes,Electronic check,89.85,High,3091.75,High Value,Yes
0587-DMGBH,Month-to-month,Yes,Electronic check,49.85,Medium,365.55,Low Value,Yes
5384-ZTTWP,Month-to-month,No,Mailed check,19.8,Low,272.95,Low Value,Yes
3745-HRPHI,Two year,No,Bank transfer (automatic),54.65,Medium,3632,High Value,No
7636-OWBPG,Month-to-month,Yes,Credit card (automatic),29.35,Low,381.2,Low Value,Yes
1231-YNDEK,Two year,Yes,Bank transfer (automatic),19.15,Low,1035.5,Medium Value,No
1407-DIGZV,Two year,No,Mailed check,19.1,Low,52,Low Value,No
6397-JNZZG,Month-to-month,No,Credit card (automatic),55.55,Medium,2342.2,Medium Value,Yes
0570-BFQHT,Month-to-month,No,Electronic check,80.55,High,653.9,Low Value,Yes
4393-OBCRR,One year,No,Mailed check,20.25,Low,71.2,Low Value,No
3523-QRQLL,One year,Yes,Bank transfer (automatic),69.5,Medium,1498.2,Medium Value,No
8564-LDKFL,One year,Yes,Bank transfer (automatic),106,Very High,4178.65,High Value,No
3696-DFHHB,Two year,No,Bank transfer (automatic),25.5,Low,1821.8,Medium Value,No
0895-DQHEW,Month-to-month,Yes,Electronic check,104.3,Very High,5278.15,High Value,Yes
4717-GHADL,Two year,Yes,Mailed check,79.6,High,4024.2,High Value,No
5501-TVMGM,Month-to-month,Yes,Electronic check,55.25,Medium,55.25,Low Value,Yes
5879-HMFFH,Two year,No,Bank transfer (automatic),88.05,High,6520.8,High Value,No
6772-WFQRD,One year,Yes,Bank transfer (automatic),20.4,Low,854.9,Medium Value,No
3810-DVDQQ,Two year,Yes,Bank transfer (automatic),117.6,Very High,8308.9,High Value,No
6972-SNKKW,Month-to-month,No,Mailed check,20,Low,109.2,Low Value,Yes
3694-GLTJM,Month-to-month,Yes,Credit card (automatic),19.65,Low,92.05,Low Value,Yes
8550-XSXUQ,One year,Yes,Credit card (automatic),70.55,High,3420.5,High Value,No
8149-RSOUN,Month-to-month,Yes,Electronic check,93.85,Very High,93.85,Low Value,Yes
9055-MOJJJ,One year,No,Mailed check,65.8,Medium,4068,High Value,No
4359-INNWN,One year,No,Credit card (automatic),20.05,Low,337.9,Low Value,No
0585-EGDDA,Month-to-month,Yes,Electronic check,80,High,3168.75,High Value,Yes
4032-RMHCI,One year,No,Credit card (automatic),35.4,Low,1412.4,Medium Value,No
0549-CYCQN,One year,Yes,Bank transfer (automatic),79.6,High,3974.7,High Value,No
3481-JHUZH,Month-to-month,Yes,Electronic check,80.25,High,3439,High Value,Yes
7250-EQKIY,Month-to-month,No,Mailed check,50.45,Medium,50.45,Low Value,Yes
3594-IVHJZ,Month-to-month,Yes,Mailed check,20.45,Low,42.45,Low Value,Yes
6869-FGJJC,One year,No,Credit card (automatic),79.6,High,5461.45,High Value,No
3896-ZVNET,Two year,No,Mailed check,24.7,Low,571.75,Low Value,No
8205-VSLRB,Two year,No,Credit card (automatic),77.3,High,5498.2,High Value,No
5960-MVTUK,Month-to-month,Yes,Electronic check,29.75,Low,96.85,Low Value,Yes
6817-WTYHE,Month-to-month,No,Bank transfer (automatic),44.9,Medium,111.05,Low Value,Yes
3082-VQXNH,Month-to-month,No,Credit card (automatic),29.8,Low,94.4,Low Value,Yes
4013-UBXWQ,Month-to-month,Yes,Electronic check,74.65,High,521.1,Low Value,Yes
4931-TRZWN,Month-to-month,Yes,Electronic check,71.95,High,923.85,Medium Value,Yes
0750-EKNGL,Month-to-month,No,Mailed check,20.75,Low,141.1,Low Value,Yes
7669-LCRSD,Month-to-month,Yes,Mailed check,56.3,Medium,628.65,Low Value,Yes
3567-PQTSO,One year,Yes,Electronic check,105.25,Very High,5576.3,High Value,No
5519-NPHVG,Month-to-month,Yes,Electronic check,94.2,Very High,1046.1,Medium Value,Yes
8043-PNYSD,Two year,No,Mailed check,19.55,Low,1245.6,Medium Value,No
9938-EKRGF,Month-to-month,No,Mailed check,84.45,High,1287.85,Medium Value,Yes
2703-AMTUL,One year,No,Mailed check,53.65,Medium,1939.35,Medium Value,No
0928-JMXNP,Month-to-month,Yes,Electronic check,29.9,Low,118.25,Low Value,Yes
8173-RXAYP,Two year,No,Mailed check,19.7,Low,452.55,Low Value,No
4825-XJGDM,One year,No,Credit card (automatic),43.7,Medium,2696.55,Medium Value,No
5402-HTOTQ,Month-to-month,No,Electronic check,55.3,Medium,875.35,Medium Value,Yes
6734-JDTTV,Two year,Yes,Credit card (automatic),19.85,Low,1267.05,Medium Value,No
7850-THJMU,Two year,No,Credit card (automatic),19.65,Low,494.9,Low Value,No
3890-RTCMS,Month-to-month,Yes,Mailed check,49.45,Medium,799,Medium Value,Yes
8849-GYOKR,One year,No,Bank transfer (automatic),106.55,Very High,5763.3,High Value,No
3148-BLQJT,Month-to-month,No,Mailed check,20.1,Low,20.1,Low Value,Yes
3717-FDJFU,Two year,No,Mailed check,20.45,Low,106.9,Low Value,No
3665-JATSN,Month-to-month,Yes,Electronic check,39.7,Medium,710.05,Medium Value,Yes
7966-YOTQW,Month-to-month,Yes,Credit card (automatic),54.5,Medium,568.2,Low Value,Yes
0461-CVKMU,Month-to-month,No,Electronic check,83.8,High,1900.25,Medium Value,Yes
8806-EAGWC,Month-to-month,No,Mailed check,55.15,Medium,159.15,Low Value,Yes
8853-TZDGH,Two year,Yes,Bank transfer (automatic),111.6,Very High,8012.75,High Value,No
7779-LGOVN,Month-to-month,Yes,Electronic check,86.65,High,856.65,Medium Value,Yes
4324-BZCKL,Month-to-month,Yes,Mailed check,55.55,Medium,551.3,Low Value,Yes
6924-TDGMT,One year,Yes,Mailed check,20.55,Low,184.95,Low Value,No
9710-ZUSHQ,Month-to-month,Yes,Bank transfer (automatic),106.75,Very High,4056.75,High Value,Yes
1536-YHDOE,One year,Yes,Mailed check,62.1,Medium,1096.65,Medium Value,No
8123-QBNAZ,Month-to-month,Yes,Credit card (automatic),104.5,Very High,3684.95,High Value,Yes
3629-ZNKXA,Month-to-month,Yes,Electronic check,101.8,Very High,1752.45,Medium Value,Yes
4827-LTQRJ,One year,Yes,Credit card (automatic),110.6,Very High,7210.85,High Value,No
7711-YIJWC,One year,No,Bank transfer (automatic),84.9,High,5264.5,High Value,No
5482-VXSXJ,Month-to-month,Yes,Mailed check,93.2,Very High,2157.3,Medium Value,Yes
7365-BVCJH,Month-to-month,Yes,Electronic check,24.4,Low,24.4,Low Value,Yes
9620-ENEJV,Month-to-month,No,Credit card (automatic),70.55,High,433.95,Low Value,Yes
4183-WCSEP,Month-to-month,Yes,Electronic check,78.45,High,2435.15,Medium Value,Yes
2378-YIZKA,Two year,Yes,Credit card (automatic),85,High,5607.75,High Value,No
5498-TXHLF,Month-to-month,No,Electronic check,87.45,High,2874.15,High Value,Yes
0689-DSXGL,Month-to-month,No,Bank transfer (automatic),85.8,High,4433.3,High Value,Yes
6818-DJXAA,Month-to-month,Yes,Electronic check,91.1,Very High,964.35,Medium Value,Yes
9722-UJOJR,Month-to-month,Yes,Electronic check,70.75,High,1974.8,Medium Value,Yes
0464-WJTKO,Two year,No,Bank transfer (automatic),20.1,Low,1460.85,Medium Value,No
8902-ZEOVF,One year,No,Mailed check,20.05,Low,951.55,Medium Value,No
6778-EICRF,One year,No,Mailed check,74.8,High,1821.2,Medium Value,No
2662-NNTDK,One year,No,Credit card (automatic),24.8,Low,1600.95,Medium Value,No
4132-KALRO,Month-to-month,Yes,Mailed check,100.85,Very High,399.25,Low Value,Yes
3902-FOIGH,Month-to-month,Yes,Electronic check,101.35,Very High,1218.55,Medium Value,Yes
6772-KSATR,Month-to-month,Yes,Electronic check,81.7,High,81.7,Low Value,Yes
7112-OPOTK,Month-to-month,No,Electronic check,68.25,Medium,2171.15,Medium Value,Yes
2874-YXVVA,Month-to-month,Yes,Electronic check,105.1,Very High,3634.8,High Value,Yes
1245-HARPS,Two year,No,Mailed check,20.4,Low,292.4,Low Value,No
4210-QFJMF,Month-to-month,Yes,Electronic check,79.15,High,317.25,Low Value,Yes
4323-ELYYB,One year,No,Mailed check,20,Low,218.55,Low Value,No
4293-ETKAP,Two year,Yes,Bank transfer (automatic),79.4,High,5071.9,High Value,No
6064-PUPMC,One year,No,Credit card (automatic),57.2,Medium,1423.35,Medium Value,No
6504-VBLFL,Two year,No,Electronic check,58.6,Medium,3068.6,High Value,No
6322-PJJDJ,Two year,Yes,Electronic check,94.8,Very High,4690.65,High Value,No
0330-BGYZE,One year,No,Bank transfer (automatic),102.5,Very High,6157.6,High Value,No
1085-LDWAM,One year,Yes,Credit card (automatic),20.35,Low,1442.65,Medium Value,No
7586-ZATGZ,Month-to-month,Yes,Electronic check,84.9,High,3369.05,High Value,Yes
7197-VOJMM,Two year,Yes,Credit card (automatic),69.2,Medium,4671.65,High Value,No
3318-OSATS,Month-to-month,Yes,Electronic check,95.45,Very High,3474.05,High Value,Yes
5828-AVIPD,One year,Yes,Electronic check,100.95,Very High,1875.55,Medium Value,No
1843-TLSGD,Two year,No,Mailed check,20.85,Low,272.35,Low Value,No
9626-VFRGG,Month-to-month,Yes,Bank transfer (automatic),88.5,High,3645.05,High Value,Yes
7075-BNDVQ,Month-to-month,No,Mailed check,35,Low,135.75,Low Value,Yes
9143-CANJF,Month-to-month,No,Electronic check,55.15,Medium,1319.85,Medium Value,Yes
7284-BUYEC,Month-to-month,Yes,Credit card (automatic),50.95,Medium,229.4,Low Value,Yes
2041-JIJCI,Month-to-month,Yes,Electronic check,64,Medium,370.25,Low Value,Yes
1086-LXKFY,Month-to-month,Yes,Mailed check,69.1,Medium,69.1,Low Value,Yes
4900-MSOMT,Two year,No,Bank transfer (automatic),80.2,High,5714.2,High Value,No
2229-VWQJH,Month-to-month,Yes,Credit card (automatic),49.3,Medium,1233.25,Medium Value,Yes
9194-GFVOI,Two year,No,Credit card (automatic),84.35,High,3571.6,High Value,No
1336-EZFZY,Month-to-month,No,Mailed check,20.05,Low,83.3,Low Value,Yes
4282-MSACW,One year,Yes,Credit card (automatic),117.2,Very High,8035.95,High Value,No
1403-LKLIK,One year,No,Mailed check,20.1,Low,579.4,Low Value,No
2636-ALXXZ,Month-to-month,Yes,Electronic check,69.6,Medium,69.6,Low Value,Yes
7774-OJSXI,One year,Yes,Electronic check,103.45,Very High,3066.45,High Value,No
7786-WBJYI,Month-to-month,No,Bank transfer (automatic),77.95,High,305.55,Low Value,Yes
0136-IFMYD,Two year,Yes,Electronic check,109.95,Very High,7634.25,High Value,No
5144-TVGLP,Month-to-month,No,Electronic check,94.75,Very High,3653,High Value,Yes
9643-AVVWI,Month-to-month,Yes,Electronic check,80,High,241.3,Low Value,Yes
0253-ZTEOB,Two year,No,Electronic check,79.65,High,3870.3,High Value,No
2706-QZIHY,Two year,No,Mailed check,25.2,Low,387.9,Low Value,No
6061-PQHMK,One year,No,Credit card (automatic),19.9,Low,527.5,Low Value,No
9885-CSMWE,Month-to-month,No,Electronic check,78.45,High,78.45,Low Value,Yes
6137-MFAJN,Month-to-month,Yes,Electronic check,44.8,Medium,2104.55,Medium Value,Yes
9122-UMROB,Month-to-month,No,Mailed check,20.3,Low,20.3,Low Value,Yes
4232-JGKIY,Month-to-month,No,Electronic check,19.2,Low,19.2,Low Value,Yes
2402-TAIRZ,One year,No,Electronic check,80.05,High,3019.1,High Value,No
9659-ZTWSM,One year,Yes,Bank transfer (automatic),107.35,Very High,7051.95,High Value,No
9139-TWBAS,One year,No,Bank transfer (automatic),47.85,Medium,1190.5,Medium Value,No
6685-GBWJZ,One year,No,Credit card (automatic),70.8,High,4448.8,High Value,No
5016-ETTFF,Month-to-month,No,Mailed check,29.5,Low,255.25,Low Value,Yes
3866-MDTUB,Month-to-month,Yes,Electronic check,70.75,High,146.9,Low Value,Yes
2195-VVRJF,Month-to-month,Yes,Credit card (automatic),59.1,Medium,1011.05,Medium Value,Yes
3913-RDSJZ,Two year,No,Mailed check,25.55,Low,1714.95,Medium Value,No
8058-JMEQO,Month-to-month,Yes,Electronic check,84.45,High,762.5,Medium Value,Yes
4203-QGNZA,Month-to-month,No,Mailed check,20.25,Low,535.35,Low Value,Yes
5043-TRZWM,Month-to-month,No,Electronic check,75.55,High,75.55,Low Value,Yes
0697-ZMSWS,Month-to-month,Yes,Electronic check,85.65,High,338.9,Low Value,Yes
7657-DYEPJ,One year,Yes,Credit card (automatic),70.15,Medium,2497.35,Medium Value,No
9494-BDNNC,One year,No,Electronic check,95.3,Very High,6273.4,High Value,No
1640-PLFMP,Month-to-month,Yes,Electronic check,70.25,Medium,70.25,Low Value,Yes
5366-OBVMR,Month-to-month,Yes,Mailed check,50.3,Medium,908.75,Medium Value,Yes
8276-MQBYC,Month-to-month,Yes,Electronic check,97.8,Very High,4913.3,High Value,Yes
7644-OMVMY,Two year,No,Mailed check,19.85,Low,,,No
7593-XFKDI,Month-to-month,No,Mailed check,46.3,Medium,46.3,Low Value,Yes
4573-JKNAE,Two year,No,Bank transfer (automatic),19.35,Low,212.3,Low Value,No
0337-CNPZE,Month-to-month,Yes,Electronic check,106.3,Very High,4443.45,High Value,Yes
9817-APLHW,Month-to-month,No,Electronic check,25,Low,316.2,Low Value,Yes
8380-MQINP,Two year,No,Mailed check,20.3,Low,1079.05,Medium Value,No
0840-DFEZH,Month-to-month,Yes,Electronic check,75.35,High,564.65,Low Value,Yes
1513-XNPPH,Month-to-month,Yes,Electronic check,89.4,High,1095.65,Medium Value,Yes
8690-ZVLCL,Two year,No,Credit card (automatic),88,High,6161.9,High Value,No
6015-VVHHE,Month-to-month,Yes,Credit card (automatic),83.15,High,446.05,Low Value,Yes
1125-SNVCK,Month-to-month,No,Mailed check,43.8,Medium,2106.05,Medium Value,Yes
0384-LPITE,One year,No,Credit card (automatic),62.05,Medium,2511.55,Medium Value,No
4616-EWBNJ,One year,No,Bank transfer (automatic),20.1,Low,318.6,Low Value,No
6347-DCUIK,Month-to-month,Yes,Mailed check,74.15,High,811.8,Medium Value,Yes
1335-HQMKX,One year,Yes,Electronic check,101.35,Very High,7323.15,High Value,No
2545-EBUPK,Month-to-month,Yes,Electronic check,84.05,High,186.05,Low Value,Yes
6923-AQONU,Two year,No,Mailed check,20.9,Low,454,Low Value,No
2172-EJXVF,One year,Yes,Electronic check,105.9,Very High,7521.95,High Value,No
0897-FEGMU,Month-to-month,Yes,Electronic check,99.5,Very High,1056.95,Medium Value,Yes
7663-RGWBC,Month-to-month,Yes,Mailed check,44.15,Medium,44.15,Low Value,Yes
1120-BMWUB,Month-to-month,Yes,Mailed check,53.9,Medium,834.15,Medium Value,Yes
9124-LHCJQ,Month-to-month,Yes,Mailed check,85.45,High,85.45,Low Value,Yes
4536-PLEQY,Month-to-month,Yes,Credit card (automatic),85.05,High,999.8,Medium Value,Yes
7029-IJEJK,One year,No,Bank transfer (automatic),44.1,Medium,2369.7,Medium Value,No
8871-JLMHM,Two year,No,Credit card (automatic),90.2,Very High,6297.65,High Value,No
2235-ZGKPT,Month-to-month,No,Mailed check,50.85,Medium,239.55,Low Value,Yes
3891-PUQOD,Month-to-month,No,Electronic check,59.2,Medium,59.2,Low Value,Yes
5447-VYTKW,Month-to-month,No,Mailed check,53.45,Medium,1461.45,Medium Value,Yes
3623-FQBOX,Month-to-month,Yes,Mailed check,19.95,Low,416.4,Low Value,Yes
0689-NKYLF,Month-to-month,Yes,Electronic check,83.2,High,1060.6,Medium Value,Yes
8659-HDIYE,Month-to-month,No,Credit card (automatic),74.65,High,4869.35,High Value,Yes
3658-KIBGF,Month-to-month,Yes,Electronic check,54.9,Medium,54.9,Low Value,Yes
3474-BAFSJ,Two year,Yes,Bank transfer (automatic),57.5,Medium,3265.95,High Value,No
5519-YLDGW,Month-to-month,Yes,Electronic check,103.9,Very High,2254.2,Medium Value,Yes
3865-ZFZIB,Two year,No,Mailed check,19.65,Low,358.15,Low Value,No
1855-AGAWH,One year,Yes,Electronic check,93.8,Very High,2939.8,High Value,No
7109-CQYUZ,Two year,Yes,Mailed check,89.25,High,4652.4,High Value,No
1370-GGAWX,One year,Yes,Electronic check,94.15,Very High,4408.45,High Value,No
4680-KUTAJ,Month-to-month,Yes,Electronic check,55.6,Medium,580.8,Low Value,Yes
5307-UVGNB,Month-to-month,Yes,Bank transfer (automatic),48.7,Medium,2495.2,Medium Value,Yes
4946-EDSEW,Month-to-month,Yes,Mailed check,19.25,Low,180.3,Low Value,Yes
2883-ILGWO,Month-to-month,Yes,Bank transfer (automatic),104.9,Very High,5913.95,High Value,Yes
2516-VQRRV,Month-to-month,Yes,Mailed check,75.45,High,158.4,Low Value,Yes
7580-UGXNC,Month-to-month,No,Mailed check,54.85,Medium,104.2,Low Value,Yes
3642-BYHDO,Two year,No,Bank transfer (automatic),19.9,Low,1389.35,Medium Value,No
9629-NHXFW,Month-to-month,Yes,Mailed check,19.4,Low,19.4,Low Value,Yes
2696-RZVZW,Two year,No,Credit card (automatic),25.05,Low,1629.2,Medium Value,No
5766-FTRTS,Two year,No,Mailed check,84.45,High,6033.1,High Value,No
0396-HUJBP,Month-to-month,No,Mailed check,19.3,Low,44.4,Low Value,Yes
5178-LMXOP,Month-to-month,Yes,Electronic check,95.1,Very High,95.1,Low Value,Yes
8879-ZKJOF,One year,Yes,Bank transfer (automatic),79.85,High,3320.75,High Value,No
6285-FTQBF,Two year,No,Credit card (automatic),25.55,Low,1867.7,Medium Value,No
8185-UPYBR,Month-to-month,Yes,Electronic check,75.5,High,438,Low Value,Yes
4585-HETAI,Month-to-month,Yes,Electronic check,73.75,High,325.45,Low Value,Yes
7526-BEZQB,Month-to-month,Yes,Electronic check,96.05,Very High,1148.1,Medium Value,Yes
1474-JUWSM,One year,Yes,Electronic check,68.4,Medium,3972.25,High Value,No
3530-CRZSB,Month-to-month,No,Mailed check,20.65,Low,155.9,Low Value,Yes
8498-XXGWA,Month-to-month,Yes,Mailed check,55.15,Medium,3673.15,High Value,Yes
9617-INGJY,Month-to-month,Yes,Mailed check,70.6,High,70.6,Low Value,Yes
0621-TSSMU,One year,No,Credit card (automatic),19.95,Low,1126.75,Medium Value,No
7234-KMNRQ,Month-to-month,No,Mailed check,19,Low,73.45,Low Value,Yes
7636-PEPNS,One year,Yes,Mailed check,44.1,Medium,2413.05,Medium Value,No
4683-WYDOU,Two year,Yes,Bank transfer (automatic),107.6,Very High,6912.7,High Value,No
9052-DHNKM,One year,No,Electronic check,61.55,Medium,1581.95,Medium Value,No
6794-HKIAJ,Month-to-month,No,Bank transfer (automatic),90.7,Very High,5586.45,High Value,Yes
5578-NKCXI,One year,No,Credit card (automatic),99.25,Very High,5846.65,High Value,No
1642-HMARX,Two year,Yes,Electronic check,91.7,Very High,6424.7,High Value,No
3096-WPXBT,One year,Yes,Credit card (automatic),100.7,Very High,6018.65,High Value,No
8434-PNQZX,Two year,Yes,Credit card (automatic),78.45,High,3373.4,High Value,No
5950-AAAGJ,Month-to-month,No,Bank transfer (automatic),84.3,High,1537.9,Medium Value,Yes
4299-OPXEJ,Two year,Yes,Bank transfer (automatic),19.55,Low,1080.55,Medium Value,No
4951-UKAAQ,Month-to-month,Yes,Electronic check,88.95,High,355.2,Low Value,Yes
9618-LFJRU,Month-to-month,No,Credit card (automatic),20.45,Low,82.85,Low Value,Yes
6693-DJWTY,One year,No,Credit card (automatic),55.6,Medium,2016.45,Medium Value,No
0744-GKNGE,Month-to-month,Yes,Bank transfer (automatic),86.8,High,5327.25,High Value,Yes
6447-EGDIV,One year,No,Mailed check,20.95,Low,683.25,Medium Value,No
1167-OYZJF,Two year,Yes,Bank transfer (automatic),20.05,Low,1263.05,Medium Value,No
2108-YKQTY,Month-to-month,No,Credit card (automatic),50.7,Medium,151.3,Low Value,Yes
4806-DXQCE,Two year,Yes,Electronic check,113.65,Very High,7714.65,High Value,No
4918-QLLIW,Month-to-month,No,Credit card (automatic),53.4,Medium,188.7,Low Value,Yes
7056-IMHCC,Month-to-month,Yes,Electronic check,101.9,Very High,5549.4,High Value,Yes
4854-SSLTN,Two year,No,Mailed check,59.5,Medium,130.5,Low Value,No
5294-DMSFH,Month-to-month,Yes,Credit card (automatic),87.8,High,2621.75,Medium Value,Yes
4837-PZTIC,Two year,No,Mailed check,41.9,Medium,1875.25,Medium Value,No
1625-JAIIY,One year,Yes,Electronic check,83,High,5685.8,High Value,No
0603-OLQDC,Month-to-month,Yes,Mailed check,69.85,Medium,837.5,Medium Value,Yes
3272-VUHPV,Month-to-month,No,Bank transfer (automatic),56.3,Medium,401.5,Low Value,Yes
4176-FXYBO,Month-to-month,No,Electronic check,109.55,Very High,6118.95,High Value,Yes
1063-DHQJF,Two year,Yes,Mailed check,92.15,Very High,6480.9,High Value,No
8663-UPDGF,Month-to-month,Yes,Bank transfer (automatic),69.5,Medium,1800.05,Medium Value,Yes
6719-FGEDO,Two year,Yes,Bank transfer (automatic),97,Very High,7104.2,High Value,No
1837-YQUCE,Two year,Yes,Bank transfer (automatic),58.35,Medium,4214.25,High Value,No
2947-DOMLJ,Month-to-month,No,Mailed check,50.6,Medium,50.6,Low Value,Yes
4112-LUEIZ,Month-to-month,Yes,Electronic check,89.5,High,863.1,Medium Value,Yes
0369-ZGOVK,One year,Yes,Bank transfer (automatic),70.4,High,1992.2,Medium Value,No
4510-HIMLV,Month-to-month,Yes,Electronic check,69.8,Medium,69.8,Low Value,Yes
9919-KNPOO,Month-to-month,Yes,Electronic check,94.3,Very High,1948.35,Medium Value,Yes
8749-JMNKX,Month-to-month,Yes,Bank transfer (automatic),93.8,Very High,4750.95,High Value,Yes
7872-BAAZR,One year,No,Bank transfer (automatic),19.55,Low,1007.9,Medium Value,No
9391-LMANN,One year,No,Electronic check,95.95,Very High,5036.9,High Value,No
2430-USGXP,Month-to-month,Yes,Electronic check,101.05,Very High,2391.8,Medium Value,Yes
8174-TBVCF,Two year,Yes,Credit card (automatic),94.8,Very High,6859.05,High Value,No
1698-XFZCI,One year,Yes,Electronic check,107.75,Very High,6521.9,High Value,No
1877-HKBQX,One year,Yes,Mailed check,54.6,Medium,617.85,Low Value,No
4450-DLLMH,Month-to-month,Yes,Credit card (automatic),71.3,High,157.75,Low Value,Yes
